origin,destination,volume
52,64,5943.50223
52,65,5819.317504
53,11,9784.615269
53,12,6728.606175
53,13,11928.15811
53,14,15915.91049
53,15,6120.03381
53,21,7531.619725
53,22,13075.27201
53,23,17248.2323
53,31,13115.34292
53,32,12452.46507
53,33,12984.74492
53,34,12054.9084
53,35,15127.31237
53,36,11728.04376
53,37,9454.791917
53,41,7759.960977
53,42,17075.20652
53,43,30524.12567
53,44,29714.59248
53,45,26900.75743
53,46,10149.95247
53,51,78212.55826
53,52,55135.16457
53,54,993.7753869
53,61,17135.9333
53,62,11283.94723
53,63,3109.603565
53,64,2645.869264
53,65,6284.399737
54,11,2725.235776
54,12,2011.04731
54,13,2738.9677
54,14,3328.511847
54,15,2296.754985
54,21,6447.108047
54,22,4301.192308
54,23,2469.067865
54,31,5914.107357
54,32,3512.914349
54,33,4362.876816
54,34,2595.399613
54,35,5059.842034
54,36,2655.708098
54,37,2292.762379
54,41,1681.781288
54,42,2536.388589
54,43,2789.797792
54,44,3556.760542
54,45,3321.372752
54,46,797.1653107
54,51,8900.377105
54,52,6076.199217
54,53,4107.257054
54,61,6119.469605
54,62,4868.45113
54,63,1848.193089
54,64,1145.341524
54,65,9710.270429
61,11,27843.05966
61,12,18886.18665
61,13,29297.71053
61,14,88518.64889
61,15,29156.04475
61,21,15579.98336
61,22,14899.29373
61,23,14225.51205
61,31,22016.79238
61,32,27653.48511
61,33,18226.82684
61,34,24824.6042
61,35,18944.2247
61,36,31397.7874
61,37,19710.28232
61,41,48725.7081
61,42,48283.71234
61,43,28466.81083
61,44,19509.36058
61,45,19319.79961
61,46,5080.365025
61,51,64072.07618
61,52,33246.24073
61,53,15096.93312
61,54,1305.360015
61,62,26332.9024
61,63,5080.824508
61,64,17376.98634
61,65,9391.572453
62,11,13318.68103
62,12,7815.551905
62,13,15208.98618
62,14,33401.48958
62,15,15001.37732
62,21,15543.88926
62,22,8701.487399
62,23,7073.639933
62,31,13802.46355
62,32,11708.40736
62,33,11299.2095
62,34,10497.99382
62,35,14221.55325
62,36,13515.05086
62,37,7895.415099
62,41,13756.71878
62,42,14454.80649
62,43,11136.69958
62,44,18402.74572
62,45,12477.1457
62,46,2833.715057
62,51,50523.50919
62,52,15484.11194
62,53,11273.33287
62,54,1177.342524
62,61,29852.41282
62,63,11612.07088
62,64,14077.19822
62,65,10746.15556
63,11,9949.948455
63,12,6623.55503
63,13,10388.44347
63,14,9125.326357
63,15,8837.156387
63,21,4920.386387
63,22,4962.342186
63,23,8279.489874
63,31,4709.510471
63,32,5811.992864
63,33,4030.054041
63,34,8145.160299
63,35,5645.128357
63,36,8117.957324
63,37,6639.587861
63,41,5477.574729
63,42,6965.243041
63,43,9299.856985
63,44,9402.170334
63,45,9370.69433
63,46,1814.5709
63,51,36755.42754
63,52,8981.690352
63,53,10468.52662
63,54,1506.641072
63,61,19384.73418
63,62,38938.1314
63,64,4043.578468
63,65,16638.00019
64,11,23573.59464
64,12,16689.50152
64,13,23736.42775
64,14,53712.11137
64,15,22792.71508
64,21,10500.66049
64,22,12232.30141
64,23,10781.19115
64,31,10282.3738
64,32,11905.26441
64,33,8476.493622
64,34,18095.09013
64,35,12599.68001
64,36,10502.08629
64,37,17693.92843
64,41,15002.48035
64,42,19402.01475
64,43,19763.3518
64,44,15122.66261
64,45,9157.755301
64,46,3657.986771
64,51,44292.4197
64,52,23365.37937
64,53,9613.842643
64,54,1007.279175
64,61,70994.74334
64,62,50877.29848
64,63,4362.990878
64,65,10717.08462
65,11,5564.140214
65,12,4239.151559
65,13,5834.674922
65,14,6823.912818
65,15,5340.313288
65,21,12923.54094
65,22,13343.66769
65,23,14561.70184
65,31,13653.98093
65,32,10750.46712
65,33,11149.10245
65,34,9408.866346
65,35,14748.93785
65,36,12214.23516
65,37,5996.572768
65,41,3725.487697
65,42,5085.356988
65,43,7736.236441
65,44,18731.16234
65,45,8325.609747
65,46,4452.73026
65,51,22898.05611
65,52,5783.058943
65,53,5760.144042
65,54,2157.598069
65,61,9769.745224
65,62,9857.983696
65,63,4534.83821
65,64,2704.0842
